y,x1,x2
0,-0.94118,0.03812
0,-0.14308,-1.12918
1,-0.22681,0.66168
1,-0.51888,-0.45661
0,0.93823,0.41841
1,0.20813,0.87815
1,-0.69743,0.51774
1,0.72893,-0.27096
1,0.56457,-0.42008
0,-0.17287,-1.00182
1,-0.74699,0.57293
1,-0.68136,-0.26235
0,-0.48055,-0.82514
1,-0.00477,-1.01196
1,0.80412,-0.07435
1,0.55542,-0.46932
1,-0.74508,0.04133
0,0.22065,-1.04203
0,0.32048,0.98936
1,-1.00974,-0.174
1,0.56466,-0.55551
0,0.61997,0.83183
1,0.78097,-0.4853
0,0.59859,0.94551
1,0.4322,0.79726
1,0.05822,-0.59809
1,-0.02866,0.69901
1,-0.00555,0.70017
0,-0.72118,-0.72453
1,0.11499,-0.94267
1,-0.5577,-0.0993
0,-0.67161,-0.70861
1,0.05738,-0.81688
0,-0.92355,-0.17965
1,0.64999,-0.23583
1,-0.33003,-0.60427
1,-0.4991,-0.7047
0,-0.86942,-0.40216
0,0.44902,0.94156
0,0.56298,0.6732
0,-0.94263,-0.05952
1,-0.79374,0.27791
1,0.26319,-0.55479
1,-0.79668,-0.23766
0,1.01103,-0.21131
0,-0.97961,0.63952
1,0.62883,0.59347
0,0.9284,-0.4368
0,-0.60358,-0.87127
0,0.72918,-0.47994
1,0.87565,0.11957
1,0.83499,0.2063
0,-0.91505,0.53912
0,0.13374,0.98914
1,-0.43304,0.68935
1,0.24417,-0.7384
0,-0.99799,0.50423
0,-0.88103,-0.69645
1,-0.1075,0.56306
0,0.66792,-0.97055
1,-0.78255,0.15429
0,0.02303,0.91482
0,0.21132,-1.2443
0,0.85947,-0.62214
0,1.05023,0.21529
0,-1.09719,0.16828
0,0.71912,-0.70724
1,-0.3493,0.60302
1,0.60296,0.49298
0,1.04877,-0.10421
0,0.2813,-0.63082
1,0.03313,-0.78737
0,-0.37752,-0.75816
0,-0.79144,-0.15458
0,0.56231,-0.75245
0,0.58792,0.62985
1,0.8356,-0.39748
0,-0.50264,0.89925
0,-0.6535,0.87826
0,-0.97536,-0.37255
1,-0.1817,0.87659
0,-0.86316,0.17674
1,0.23493,-0.74158
0,-0.53398,0.86625
1,-0.65868,-0.24468
0,0.94466,0.5051
0,0.73751,-0.72278
1,-0.36247,0.80026
0,-0.84912,-0.16235
0,-1.18919,0.12812
0,-0.29755,-0.90579
0,0.92397,0.21995
1,-0.6157,-0.63864
0,-1.06047,-0.09213
1,-0.35359,-0.67259
1,-0.48084,-0.52028
0,-0.05003,-0.98927
1,0.5812,0.60834
1,-0.34228,0.69824
0,-0.93345,-0.62324
1,-0.46403,-0.67925
1,-0.523,0.08181
1,0.69295,0.23837
1,0.49377,-0.54961
1,0.45816,-0.39303
1,0.61896,0.54913
1,0.65112,-0.47674
1,-0.30674,0.97361
0,0.40227,-0.93458
0,1.11531,0.70824
0,0.79804,-0.43398
0,-0.47419,0.74935
0,0.84287,-0.56648
0,-0.9319,0.28146
1,0.86619,-0.11703
0,1.05374,-0.70831
0,0.60845,-0.77987
0,0.07971,1.01588
0,0.08018,-0.8184
0,0.85388,-0.40342
1,-0.71396,0.23297
1,-0.87728,-0.65558
1,-0.5773,0.32378
0,0.62174,0.32989
1,0.22082,0.90153
1,0.1149,0.69923
0,0.84074,-0.5495
0,0.80038,-0.19731
0,0.68025,0.76335
1,-0.45977,0.60827
1,0.82525,-0.59187
0,-0.94885,0.5841
1,0.92781,0.28703
1,-0.50288,0.81411
1,0.30235,-0.68375
0,-0.63378,1.08167
0,-0.81228,-1.02151
1,-0.57702,-0.68293
1,0.18265,0.74572
1,0.34516,-0.58317
0,0.99025,0.2905
0,-0.87369,-0.31047
0,0.09978,0.89992
0,0.52739,0.64769
1,-0.92523,-0.14044
0,-1.15017,0.34778
0,-0.66505,-0.14602
1,0.8688,-0.05684
0,-0.86187,0.49572
1,-0.62121,0.27158
1,-0.85953,-0.26223
0,0.9298,0.33537
0,-1.0501,0.33745
1,-0.42167,0.35602
1,0.52026,0.3834
0,0.90003,0.15288
1,-0.26175,0.75633
1,0.52477,-0.66768
0,-0.54966,-0.74703
1,0.47304,-0.56136
1,0.28425,0.7454
1,-0.85693,0.66513
1,0.31238,-0.82938
0,-0.88993,0.54268
1,-0.83121,-0.45595
1,-0.51688,-0.64647
0,0.72459,0.69376
1,-0.81129,0.05347
1,0.32734,-0.54121
0,-0.16813,0.97674
0,0.7842,0.5605
1,0.14601,0.86502
1,-0.36468,-0.67594
0,-0.76648,0.70318
0,-0.39537,1.16784
1,-0.45929,-0.58115
0,-0.32153,-0.9714
1,0.83345,0.44357
0,-0.96789,0.21021
0,-0.13198,1.03239
0,-0.84153,-0.48099
1,0.5983,0.35722
1,0.52813,0.41296
0,-0.8078,0.28317
0,0.89565,-0.3139
0,-0.3164,-0.98784
0,-0.21601,0.90473
1,0.5647,0.68606
1,0.84942,0.60634
1,-0.82059,0.73878
0,-1.19308,-0.03003
0,0.83362,-0.94044
1,-0.78789,0.03736
0,1.01234,0.00942
0,-0.33969,0.90586
0,-0.89806,0.81735
0,0.05505,-1.11108
1,-0.49225,0.18602
0,0.28627,-1.03473
0,1.0587,0.02098
1,0.06266,0.82984
1,-0.1204,-0.97726
0,0.56663,0.86795
0,0.76919,0.67426
1,0.88542,-0.14745
0,0.40947,-1.04928
1,0.74707,0.13547
0,-0.40585,-0.67971
1,-0.31501,0.77512
0,-0.46041,0.65685
1,0.2044,0.91709
0,0.46377,0.93344
0,0.26706,-0.75727
1,0.73545,0.02793
1,0.71591,0.6692
1,0.05947,1.04126
1,0.28368,-0.61057
1,-0.86517,-0.2741
1,0.61242,0.2444
1,-0.18906,-0.86444
0,0.80466,0.09034
0,-0.63941,-0.7326
1,0.94039,0.12655
1,0.65138,0.23579
1,-0.67208,0.72095
1,0.38024,-0.57712
1,0.70569,0.27904
0,-1.09299,-0.04937
0,-0.13481,0.92876
1,-0.78783,0.29113
1,0.65229,-0.56848
0,0.83334,0.0954
1,-0.0434,0.59451
0,1.01406,-0.23739
1,-0.64703,0.03046
1,-0.57845,-0.22142
0,-0.23619,1.0264
1,0.74174,0.41992
1,-0.38007,-0.64402
1,0.38497,0.80122
0,-1.00609,0.56337
0,-1.12476,0.36346
0,0.33838,-0.97503
0,0.77191,-0.82837
0,0.80511,0.34801
1,0.67721,0.34847
1,0.35135,-0.67431
0,-0.13448,-0.85569
1,-0.05354,0.99467
0,0.14818,-0.94419
1,0.42491,0.46513
0,-0.19313,-1.16797
0,0.92866,-0.1233
0,0.83051,0.38145
0,-0.31925,0.99015
1,-0.33105,0.69676
1,-0.40563,0.85374
1,0.29338,-0.75712
0,0.37075,-0.88761
1,0.44564,-0.58173
1,-0.88186,-0.50834
0,-0.28095,-1.07234
0,0.72803,-0.51495
0,-0.5795,-0.87118
1,0.51584,-0.55823
0,0.55075,0.83693
1,0.72364,-0.50706
1,-0.09927,-0.91021
1,-0.41411,-0.79631
1,-0.03814,-0.73639
0,-1.05265,-0.06583
0,1.0636,-0.06054
1,-0.84058,0.36947
1,-0.82425,0.26242
0,0.92289,-0.47392
1,-0.48905,-0.5551
1,-0.85685,0.13156
0,-1.00725,0.28304
1,0.77313,0.74232
1,-0.57149,0.55141
1,0.48988,-0.53349
1,0.47578,-0.63761
0,0.31701,-0.96038
1,0.54428,0.61126
0,0.62266,-0.75176
0,0.99745,-0.28175
1,-0.2465,-0.8111
1,0.16801,0.82478
0,-0.05068,1.11676
1,-0.49754,-0.67426
0,0.31582,0.9384
1,0.70101,-0.54655
0,-0.8258,-0.57854
1,-0.41859,-0.79179
0,0.65494,-0.83792
0,-0.77641,0.53216
0,0.66943,0.55902
0,-0.80173,-0.70881
0,-0.48475,0.79918
0,0.13722,0.93366
0,-0.56873,-0.61334
1,-0.6399,-0.59295
0,0.49872,0.92924
0,0.944,0.39402
1,-0.36953,0.66935
1,0.34997,-0.98173
1,-0.68966,0.12035
0,0.0747,0.91206
1,0.72249,-0.26124
1,0.85631,0.00341
0,1.06305,-0.64024
1,-0.51228,-0.37006
1,0.51663,0.5705
0,-0.47646,-0.96352
1,0.91007,-0.42952
0,-0.12185,1.09349
0,0.03913,-0.95109
1,0.73406,0.0373
1,-0.49908,0.16354
0,-0.76668,-0.64558
0,0.76897,-0.38178
1,0.53189,0.70234
1,-0.35752,-0.93367
1,-0.57693,-0.67586
0,-0.31292,-1.01896
1,-0.71058,-0.22618
1,-0.84618,-0.21829
0,0.93868,0.51038
1,0.33198,0.92317
0,-0.85198,-0.42126
0,-0.68038,0.75703
1,0.67695,-0.5368
1,0.56938,-0.54934
0,-1.08344,-0.38218
0,-0.87152,-0.24079
1,-0.50351,0.36477
1,-0.8049,-0.28356
0,-0.79242,0.75078
0,-0.61078,-0.81493
0,0.09326,0.88248
0,0.51464,0.95922
1,0.59191,-0.33498
0,-0.90836,0.47327
1,-0.18405,-0.75229
0,0.56981,-0.91335
0,-0.58997,0.96501
0,-0.78042,-0.5763
0,-0.51423,-0.73113
1,-0.44606,0.66869
1,-0.29956,0.85469
1,-0.05283,-0.77063
0,0.71202,-0.76146
0,-0.95873,0.13826
0,-0.91391,-0.50156
0,-0.10499,-0.9613
1,-0.62032,0.08494
0,-0.39394,0.60952
1,-0.96615,-0.49173
0,0.95859,0.31987
1,-0.78903,-0.02379
1,0.46466,0.70837
1,-0.01569,-0.76798
1,-0.63565,0.47394
1,-0.7581,0.02581
0,-0.29849,-1.196
0,0.09436,-1.07685
0,0.45484,0.98694
0,0.75997,0.67294
0,0.22709,0.79414
0,0.5972,-0.77553
0,-0.51307,-0.83917
0,0.12925,0.92641
0,-0.56609,0.59553
1,0.76491,0.38257
1,-0.85638,-0.38379
0,-0.34851,-0.93092
1,-0.68507,-0.47249
1,-0.42412,-0.76646
1,0.21738,1.08242
0,1.09182,0.44172
0,0.49659,0.49576
1,0.63755,0.36121
1,0.5385,0.55689
1,-0.41557,-0.58456
0,-0.84048,-0.52831
0,0.14878,1.04968
1,0.17629,0.97126
0,0.91402,0.53333
0,-1.0112,-0.12831
0,-0.38552,1.06553
0,0.55661,-0.53555
0,-0.43246,-0.8684
1,0.54756,-0.51565
1,-0.11464,0.76334
0,0.33893,-0.97825
0,-0.80485,-0.54757
1,0.72748,-0.11543
1,-0.53594,-0.54853
0,-0.94922,-0.06628
1,0.01542,-0.77815
0,1.19854,-0.14319
0,-0.0872,0.95876
1,-0.8238,-0.12588
1,0.84423,0.06121
1,0.11172,0.59309
0,0.98976,-0.29097
